"row_id","order_id","order_date","ship_date","ship_mode","customer_id","customer_name","segment","country","city","state","postal_code","region","product_id","category","sub_category","product_name","sales","quantity","discount","profit","order_priority","shipping_cost","customer_tenure","marketing_channel","product_rating","return_status","payment_method"
58938,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10003473","Furniture","Tables","Bretford Rectangular Conference Table Tops","1579.75",7,"0.4","-447.59","High","112.73","Returning","Email","1","No","Net Banking"
35155,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10001950","Furniture","Tables","Balt Solid Wood Round Tables","1071.58",4,"0.4","-553.65","Low","146.27","Returning","Ads","2","No","Credit Card"
41613,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10001950","Furniture","Tables","Balt Solid Wood Round Tables","1071.58",4,"0.4","-553.65","Low","147.63","New","Email","0","No","Cash on Delivery"
35640,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10001950","Furniture","Tables","Balt Solid Wood Round Tables","1071.58",4,"0.4","-553.65","Medium","94.74","New","Email","5","Yes","Cash on Delivery"
58526,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10004175","Furniture","Tables","Hon 30"" x 60"" Table with Locking Drawer","613.91",3,"0.4","-122.78","Low","61.94","Returning","Social Media","0","No","Credit Card"
13968,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10004175","Furniture","Tables","Hon 30"" x 60"" Table with Locking Drawer","613.91",3,"0.4","-122.78","Critical","62.56","Returning","Email","4","No","Net Banking"
95776,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10003473","Furniture","Tables","Bretford Rectangular Conference Table Tops","1579.75",7,"0.4","-447.59","Medium","127.43","Returning","Ads","1","No","UPI"
41025,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10001950","Furniture","Tables","Balt Solid Wood Round Tables","1071.58",4,"0.4","-553.65","High","154.69","Returning","Ads","4","Yes","Credit Card"
65992,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10004175","Furniture","Tables","Hon 30"" x 60"" Table with Locking Drawer","613.91",3,"0.4","-122.78","Critical","63.19","Returning","Referral","3","No","Net Banking"
49751,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10001950","Furniture","Tables","Balt Solid Wood Round Tables","1071.58",4,"0.4","-553.65","Low","130.83","Returning","Social Media","3","No","Net Banking"
73137,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10004175","Furniture","Tables","Hon 30"" x 60"" Table with Locking Drawer","613.91",3,"0.4","-122.78","Low","47.74","New","Referral","4","No","UPI"
65704,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10003473","Furniture","Tables","Bretford Rectangular Conference Table Tops","1579.75",7,"0.4","-447.59","Low","143.19","Returning","Social Media","4","No","Net Banking"
64761,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10001950","Furniture","Tables","Balt Solid Wood Round Tables","1071.58",4,"0.4","-553.65","Critical","139.14","Returning","Referral","3","No","Net Banking"
66024,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10003473","Furniture","Tables","Bretford Rectangular Conference Table Tops","1579.75",7,"0.4","-447.59","Low","82.29","Returning","Social Media","2","No","UPI"
73877,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10004175","Furniture","Tables","Hon 30"" x 60"" Table with Locking Drawer","613.91",3,"0.4","-122.78","Medium","42.36","Returning","Direct","2","No","Cash on Delivery"
77775,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10004175","Furniture","Tables","Hon 30"" x 60"" Table with Locking Drawer","613.91",3,"0.4","-122.78","Critical","42.75","Returning","Referral","2","No","Credit Card"
96109,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10003473","Furniture","Tables","Bretford Rectangular Conference Table Tops","1579.75",7,"0.4","-447.59","High","234.2","Returning","Direct","3","No","Net Banking"
85293,"US-2014-148838","2014-03-17","2014-03-21","Standard Class","CP-12340","Christine Phan","Corporate","United States","New York City","New York","10024","East","FUR-TA-10003473","Furniture","Tables","Bretford Rectangular Conference Table Tops","1579.75",7,"0.4","-447.59","Low","179.76","Returning","Ads","4","No","UPI"
80111,"CA-2014-103989","2014-03-19","2014-03-21","First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida","33801","South","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","323.98",3,"0.2","28.35","Critical","41.7","Returning","Referral","4","No","Credit Card"
46474,"CA-2014-103989","2014-03-19","2014-03-21","First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida","33801","South","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","323.98",3,"0.2","28.35","Medium","20.95","Returning","Email","3","No","Net Banking"
85086,"CA-2014-103989","2014-03-19","2014-03-21","First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida","33801","South","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","323.98",3,"0.2","28.35","Medium","47.05","Returning","Direct","3","No","Credit Card"
54076,"CA-2014-103989","2014-03-19","2014-03-21","First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida","33801","South","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","323.98",3,"0.2","28.35","Medium","47.3","Returning","Referral","3","Yes","Credit Card"
37968,"CA-2014-103989","2014-03-19","2014-03-21","First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida","33801","South","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","323.98",3,"0.2","28.35","Low","37.97","Returning","Ads","4","No","UPI"
28700,"CA-2014-103989","2014-03-19","2014-03-21","First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida","33801","South","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","323.98",3,"0.2","28.35","Critical","41.91","New","Referral","3","No","Credit Card"
17672,"CA-2014-103989","2014-03-19","2014-03-21","First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida","33801","South","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","323.98",3,"0.2","28.35","Medium","22.66","New","Social Media","3","No","Credit Card"
52778,"CA-2014-103989","2014-03-19","2014-03-21","First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida","33801","South","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","323.98",3,"0.2","28.35","Low","41.75","Returning","Referral","5","No","Credit Card"
59027,"CA-2014-103989","2014-03-19","2014-03-21","First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida","33801","South","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","323.98",3,"0.2","28.35","Medium","41","Returning","Referral","1","No","Credit Card"
21889,"CA-2014-103989","2014-03-19","2014-03-21","First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida","33801","South","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","323.98",3,"0.2","28.35","Low","28.26","Returning","Ads","3","No","Credit Card"
43705,"CA-2014-103989","2014-03-19","2014-03-21","First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida","33801","South","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","323.98",3,"0.2","28.35","Low",NULL,"Returning","Direct","5","No","Cash on Delivery"
32285,"CA-2014-103989","2014-03-19","2014-03-21","First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida","33801","South","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","323.98",3,"0.2","28.35","Low","16.4","Returning","Ads","3","No","Credit Card"
88948,"CA-2014-103989","2014-03-19","2014-03-21","First Class","MC-17605","Matt Connell","Corporate","United States","Lakeland","Florida","33801","South","TEC-PH-10004667","Technology","Phones","Cisco 8x8 Inc. 6753i IP Business Phone System","323.98",3,"0.2","28.35","Low","17.84","Returning","Referral","3","No","Net Banking"
73511,"US-2014-155544","2014-03-21","2014-03-25","Standard Class","GM-14440","Gary McGarr","Consumer","United States","Knoxville","Tennessee","37918","South","FUR-CH-10000422","Furniture","Chairs","Global Highback Leather Tilter in Burgundy","218.38",3,"0.2","-10.92","High","23.25","Returning","NIL","0","No","UPI"
76400,"US-2014-155544","2014-03-21","2014-03-25","Standard Class","GM-14440","Gary McGarr","Consumer","United States","Knoxville","Tennessee","37918","South","FUR-CH-10000422","Furniture","Chairs","Global Highback Leather Tilter in Burgundy","218.38",3,"0.2","-10.92","High","31","Returning","Direct","2","Yes","Cash on Delivery"
98798,"US-2014-155544","2014-03-21","2014-03-25","Standard Class","GM-14440","Gary McGarr","Consumer","United States","Knoxville","Tennessee","37918","South","FUR-CH-10000422","Furniture","Chairs","Global Highback Leather Tilter in Burgundy","218.38",3,"0.2","-10.92","Critical","21.66","Returning","Social Media","2","No","Net Banking"
95062,"US-2014-155544","2014-03-21","2014-03-25","Standard Class","GM-14440","Gary McGarr","Consumer","United States","Knoxville","Tennessee","37918","South","FUR-CH-10000422","Furniture","Chairs","Global Highback Leather Tilter in Burgundy","218.38",3,"0.2","-10.92","Critical","15.16","Returning","Social Media","3","No","UPI"
8157,"US-2014-155544","2014-03-21","2014-03-25","Standard Class","GM-14440","Gary McGarr","Consumer","United States","Knoxville","Tennessee","37918","South","FUR-CH-10000422","Furniture","Chairs","Global Highback Leather Tilter in Burgundy","218.38",3,"0.2","-10.92","Medium","30.03","Returning","Social Media","3","No","UPI"
21958,"US-2014-155544","2014-03-21","2014-03-25","Standard Class","GM-14440","Gary McGarr","Consumer","United States","Knoxville","Tennessee","37918","South","FUR-CH-10000422","Furniture","Chairs","Global Highback Leather Tilter in Burgundy","218.38",3,"0.2","-10.92","Medium","14.2","Returning","Email","3","No","Credit Card"
11963,"US-2014-155544","2014-03-21","2014-03-25","Standard Class","GM-14440","Gary McGarr","Consumer","United States","Knoxville","Tennessee","37918","South","FUR-CH-10000422","Furniture","Chairs","Global Highback Leather Tilter in Burgundy","218.38",3,"0.2","-10.92","High","21.38","New","Ads","4","No","Credit Card"
