"row_id","order_id","order_date","ship_date","ship_mode","customer_id","customer_name","segment","country","city","state","postal_code","region","product_id","category","sub_category","product_name","sales","quantity","discount","profit","order_priority","shipping_cost","customer_tenure","marketing_channel","product_rating","return_status","payment_method"
356,"CA-2016-105459","2016-08-12","2016-08-17","Second Class","NP-18700","Nora Preis","Consumer","United States","New York City","New York","10024","East","FUR-TA-10001095","Furniture","Tables","Chromcraft Round Conference Tables","209.15",2,"0.4","-66.23","Critical","26.15","Returning","Email","4","No","Net Banking"
362,"US-2016-132577","2016-11-22","2016-11-27","Standard Class","JE-15475","Jeremy Ellison","Consumer","United States","Houston","Texas","77095","Central","OFF-BI-10004040","Office Supplies","Binders","Wilson Jones Impact Binders","6.22",6,"0.8","-9.63","Medium","0.75","Returning","Email","2","No","Net Banking"
373,"US-2017-119816","2017-03-04","2017-03-06","Second Class","TT-21460","Tonja Turnell","Home Office","United States","Houston","Texas","77095","Central","FUR-FU-10004848","Furniture","Furnishings","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","103.5",5,"0.6","-77.63",NULL,"14.42","Returning","Email","4","No","Cash on Delivery"
382,"US-2015-168935","2015-11-27","2015-12-02","Standard Class","DO-13435","Denny Ordway","Consumer","United States","Pembroke Pines","Florida","33024","South","FUR-TA-10000617","Furniture","Tables","Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal","375.46",3,"0.45","-157.01","Medium","45.08","New","Direct","3","Yes","UPI"
388,"CA-2014-133809","2014-11-18","2014-11-23","Second Class","MS-17530","MaryBeth Skach","Consumer","United States","Fairfield","Ohio","45014","East","TEC-PH-10004875","Technology","Phones","PNY Rapid USB Car Charger - Black","9.59",2,"0.4","-2.08","Low","0.65","Returning","Social Media","5","No","Credit Card"
409,"CA-2014-122567","2014-02-16","2014-02-21","Standard Class","MN-17935","Michael Nguyen","Consumer","United States","Dallas","Texas","75220","Central","OFF-AP-10001303","Office Supplies","Appliances","Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter","7.96",2,"0.8","-13.93","Medium","0.67","Returning","Referral","5","No","Net Banking"
410,"CA-2015-106978","2015-09-28","2015-10-04","Standard Class","ZC-21910","Zuschuss Carroll","Consumer","United States","Aurora","Colorado","80013","West","OFF-BI-10002012","Office Supplies","Binders","Wilson Jones Easy Flow II Sheet Lifters","1.08",2,"0.7","-0.79","Critical","0.16","New","Email","3","No","Net Banking"
412,"CA-2016-120796","2016-04-03","2016-04-07","Standard Class","CS-11950","Carlos Soltero","Consumer","United States","Philadelphia","Pennsylvania","19140","East","OFF-BI-10004330","Office Supplies","Binders","GBC Velobind Prepunched Cover Sets, Regency Series","99.85",9,"0.7","-83.21","Low","10.85","New","Direct","5","No","Cash on Delivery"
421,"CA-2016-130393","2016-12-01","2016-12-03","Second Class","JM-15865","John Murray","Consumer","United States","San Angelo","Texas","76903","Central","OFF-AP-10004859","Office Supplies","Appliances","Acco 6 Outlet Guardian Premium Surge Suppressor","11.65",4,"0.8","-30.87","High","1.25","Returning","Referral","4","No","UPI"
424,"CA-2014-126193","2014-09-07","2014-09-14","Standard Class","SS-20410","Shahid Shariari","Consumer","United States","Oswego","Illinois","60543","Central","OFF-BI-10001249","Office Supplies","Binders","Avery Heavy-Duty EZD View Binder with Locking Rings","3.83",3,"0.8","-6.51","High","0.4","New","Direct","3","No","Cash on Delivery"
447,"CA-2015-164007","2015-06-08","2015-06-12","Standard Class","MG-17695","Maureen Gnade","Consumer","United States","Chicago","Illinois","60610","Central","OFF-AP-10003849","Office Supplies","Appliances","Hoover Shoulder Vac Commercial Portable Vacuum","143.13",2,"0.8","-393.6","Medium","9.32","New","Ads","4","No","UPI"
455,"CA-2016-128916","2016-08-18","2016-08-20","Second Class","MA-17560","Matt Abelman","Home Office","United States","Houston","Texas","77070","Central","FUR-FU-10000320","Furniture","Furnishings","OIC Stacking Trays","5.34",4,"0.6","-2.14","Critical","0.38","New","Direct","3","No","UPI"
462,"CA-2016-136770","2016-08-14","2016-08-18","Standard Class","SP-20650","Stephanie Phelps","Corporate","United States","Akron","Ohio","44312","East","TEC-PH-10001530","Technology","Phones","Plantronics Voyager Pro Legend","247.19",2,"0.4","-49.44","Medium","30.53","Returning","Direct","4","No","Credit Card"
464,"CA-2016-168956","2016-02-16","2016-02-20","Standard Class","EA-14035","Erin Ashbrook","Corporate","United States","Chicago","Illinois","60623","Central","OFF-AP-10004233","Office Supplies","Appliances","Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","92.06",6,"0.8","-225.56","High","12.13","Returning","Social Media","3","No","Cash on Delivery"
469,"US-2014-120236","2014-09-03","2014-09-04","First Class","MR-17545","Mathew Reese","Home Office","United States","Houston","Texas","77095","Central","OFF-BI-10004099","Office Supplies","Binders","GBC VeloBinder Strips","7.68",5,"0.8","-11.52","High","0.68","Returning","Direct","2","No","Net Banking"
472,"US-2016-157490","2016-10-06","2016-10-07","First Class","LB-16795","Laurel Beltran","Home Office","United States","Pueblo","Colorado","81001","West","OFF-BI-10002571","Office Supplies","Binders","Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""","11.98",4,"0.7","-9.18","Medium","0.76","Returning","Email","4","No","Net Banking"
475,"CA-2015-157343","2015-06-07","2015-06-11","Standard Class","HD-14785","Harold Dahlen","Home Office","United States","Philadelphia","Pennsylvania","19143","East","OFF-BI-10003707","Office Supplies","Binders","Aluminum Screw Posts","18.31",4,"0.7","-12.21","Medium","1.76","Returning","Social Media","3","No","Credit Card"
478,"CA-2015-154284","2015-12-21","2015-12-26","Second Class","SZ-20035","Sam Zeldin","Home Office","United States","Saint Charles","Illinois","60174","Central","FUR-FU-10003039","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Grantwood Wall Clock","51.76",3,"0.6","-33.64","Low","5.58","Returning","Ads","4","No","UPI"
504,"CA-2016-123617","2016-11-28","2016-12-03","Standard Class","AJ-10780","Anthony Jacobs","Corporate","United States","Palm Coast","Florida","32137","South","OFF-BI-10002976","Office Supplies","Binders","ACCOHIDE Binder by Acco","7.43",6,"0.7","-5.7","Critical","0.93","New","Referral","4","No","UPI"
518,"CA-2015-168809","2015-08-25","2015-08-25","Same Day","MC-18100","Mick Crebagga","Consumer","United States","Houston","Texas","77041","Central","OFF-BI-10000315","Office Supplies","Binders","Poly Designer Cover & Back","3.8",1,"0.8","-6.08","Medium","0.28","Returning","Ads","4","No","UPI"
530,"CA-2014-114517","2014-12-23","2014-12-27","Standard Class","TH-21235","Tiffany House","Corporate","United States","New York City","New York","10024","East","FUR-TA-10001676","Furniture","Tables","Hon 61000 Series Interactive Training Tables","53.32",2,"0.4","-19.55","Low","4.51","Returning","Referral","5","No","Cash on Delivery"
545,"CA-2017-156237","2017-09-14","2017-09-15","First Class","PS-18760","Pamela Stobb","Consumer","United States","Philadelphia","Pennsylvania","19140","East","TEC-MA-10001681","Technology","Machines","Lexmark MarkNet N8150 Wireless Print Server","241.17",2,"0.7","-168.82","Critical","27.22","Returning","Social Media","2","No","Net Banking"
552,"US-2016-123470","2016-08-15","2016-08-21","Standard Class","ME-17725","Max Engle","Consumer","United States","Aurora","Colorado","80013","West","OFF-BI-10001989","Office Supplies","Binders","Premium Transparent Presentation Covers by GBC","18.88",3,"0.7","-13.85","Medium","1.77","New","Direct","4","No","Cash on Delivery"
570,"CA-2016-145499","2016-05-30","2016-05-31","First Class","RW-19690","Robert Waldorf","Consumer","United States","Wilmington","North Carolina","28403","South","OFF-BI-10000848","Office Supplies","Binders","Angle-D Ring Binders","3.28",2,"0.7","-2.63","Medium","0.2","Returning","Referral","3","No","Credit Card"
582,"US-2016-131891","2016-07-29","2016-07-31","First Class","PW-19240","Pierre Wener","Consumer","United States","Pensacola","Florida","32503","South","OFF-BI-10000201","Office Supplies","Binders","Avery Triangle Shaped Sheet Lifters, Black, 2/Pack","2.21",3,"0.7","-1.48","Medium","0.16","Returning","Social Media","1","No","UPI"
624,"US-2014-130379","2014-05-25","2014-05-29","Standard Class","JL-15235","Janet Lee","Consumer","United States","Chicago","Illinois","60623","Central","FUR-FU-10002553","Furniture","Furnishings","Electrix Incandescent Magnifying Lamp, Black","29.32",2,"0.6","-24.19","Critical","2.57","Returning","Ads","4","No","Credit Card"
631,"CA-2016-112697","2016-12-18","2016-12-20","Second Class","AH-10195","Alan Haines","Corporate","United States","Tamarac","Florida","33319","South","OFF-BI-10000778","Office Supplies","Binders","GBC VeloBinder Electric Binding Machine","254.06",7,"0.7","-169.37","Medium","17.93","Returning","Ads","3","No","Cash on Delivery"
633,"US-2016-131611","2016-11-05","2016-11-09","Standard Class","EP-13915","Emily Phan","Consumer","United States","Houston","Texas","77036","Central","FUR-BO-10000780","Furniture","Bookcases","O'Sullivan Plantations 2-Door Library in Landvery Oak","956.66",7,"0.32","-225.1","Medium","55.16","New","NIL","2","No","Cash on Delivery"
645,"CA-2015-112214","2015-08-05","2015-08-11","Standard Class","AH-10690","Anna Häberlin","Corporate","United States","Dallas","Texas","75220","Central","FUR-FU-10002364","Furniture","Furnishings","Eldon Expressions Wood Desk Accessories, Oak","14.76",5,"0.6","-11.44","High","1.52","Returning","Ads","4","No","Cash on Delivery"
647,"US-2017-128118","2017-11-24","2017-12-01","Standard Class","MY-17380","Maribeth Yedwab","Corporate","United States","Memphis","Tennessee","38109","South","OFF-BI-10000216","Office Supplies","Binders","Mead 1st Gear 2"" Zipper Binder, Asst. Colors","11.67",3,"0.7","-7.78","Low","0.66","Returning","Referral","4","No","Cash on Delivery"
660,"CA-2017-136364","2017-07-13","2017-07-17","Second Class","MH-17455","Mark Hamilton","Consumer","United States","Philadelphia","Pennsylvania","19140","East","TEC-PH-10003885","Technology","Phones","Cisco SPA508G","39.59",1,"0.4","-7.26","Critical","2.52","New","Social Media","0","No","Cash on Delivery"
662,"US-2015-104430","2015-10-22","2015-10-26","Standard Class","LT-17110","Liz Thompson","Consumer","United States","Bloomington","Illinois","61701","Central","OFF-BI-10000301","Office Supplies","Binders","GBC Instant Report Kit","5.18",4,"0.8","-7.76","Critical","0.65","Returning","Direct","5","No","Cash on Delivery"
667,"US-2016-111563","2016-11-04","2016-11-08","Standard Class","SM-20005","Sally Matthias","Consumer","United States","Houston","Texas","77041","Central","FUR-FU-10000723","Furniture","Furnishings","Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting","66.11",4,"0.6","-84.29","Low","4.2","Returning","Referral","4","No","Net Banking"
669,"CA-2017-134194","2017-12-25","2018-01-01","Standard Class","GA-14725","Guy Armstrong","Consumer","United States","Dallas","Texas","75081","Central","OFF-BI-10003684","Office Supplies","Binders","Wilson Jones Legal Size Ring Binders","39.58",9,"0.8","-59.37","Low","2.57","Returning","Email","5","No","UPI"
674,"CA-2015-101091","2015-12-05","2015-12-09","Second Class","SW-20245","Scot Wooten","Consumer","United States","Philadelphia","Pennsylvania","19140","East","OFF-BI-10001107","Office Supplies","Binders","GBC White Gloss Covers, Plain Front","26.06",6,"0.7","-19.98","Critical","2.51","New","Direct","0","No","Net Banking"
677,"CA-2016-159912","2016-08-29","2016-09-03","Standard Class","GB-14530","George Bell","Corporate","United States","Philadelphia","Pennsylvania","19120","East","FUR-BO-10002853","Furniture","Bookcases","O'Sullivan 5-Shelf Heavy-Duty Bookcases","163.88",4,"0.5","-81.94","Low","11.53","Returning","Direct","3","No","Credit Card"
694,"US-2015-104430","2015-10-22","2015-10-26","Standard Class","LT-17110","Liz Thompson","Consumer","United States","Bloomington","Illinois","61701","Central","OFF-BI-10000301","Office Supplies","Binders","GBC Instant Report Kit","5.18",4,"0.8","-7.76","Low","0.34","Returning","Email","3","Yes","UPI"
707,"CA-2015-135391","2015-02-09","2015-02-11","Second Class","FA-14230","Frank Atkinson","Corporate","United States","San Antonio","Texas","78207","Central","FUR-FU-10001986","Furniture","Furnishings","Dana Fluorescent Magnifying Lamp, White, 36""","40.78",2,"0.6","-30.59","Low","4.18","Returning","Email","3","No","Credit Card"
711,"CA-2015-168746","2015-01-27","2015-01-29","Second Class","SV-20365","Seth Vernon","Consumer","United States","Cleveland","Ohio","44105","East","TEC-PH-10000895","Technology","Phones","Polycom VVX 310 VoIP phone","431.98",4,"0.4","-100.79","Low","30.51","Returning","Ads","5","No","UPI"
715,"US-2014-134971","2014-06-07","2014-06-10","Second Class","BP-11095","Bart Pistole","Corporate","United States","Peoria","Illinois","61604","Central","OFF-BI-10003982","Office Supplies","Binders","Wilson Jones Century Plastic Molded Ring Binders","12.46",3,"0.8","-20.56","Medium","1.16","Returning","Direct","4","No","Net Banking"
729,"CA-2017-131618","2017-06-17","2017-06-20","First Class","LS-17200","Luke Schmidt","Corporate","United States","Skokie","Illinois","60076","Central","OFF-BI-10000546","Office Supplies","Binders","Avery Durable Binders","2.3",4,"0.8","-3.57","Low","0.21","New","Direct","5","No","Credit Card"
747,"CA-2016-130946","2016-04-08","2016-04-12","Standard Class","ZC-21910","Zuschuss Carroll","Consumer","United States","Houston","Texas","77041","Central","OFF-BI-10004995","Office Supplies","Binders","GBC DocuBind P400 Electric Binding System","1088.79",4,"0.8","-1850.95","Low","127.32","New","Email","2","No","Net Banking"
755,"CA-2017-102414","2017-05-15","2017-05-18","Second Class","JA-15970","Joseph Airdo","Consumer","United States","Phoenix","Arizona","85023","West","OFF-BI-10004465","Office Supplies","Binders","Avery Durable Slant Ring Binders","4.75",2,"0.7","-3.17","Low","0.54","Returning","Referral","3","No","Net Banking"
764,"CA-2017-132199","2017-05-03","2017-05-08","Standard Class","BO-11350","Bill Overfelt","Corporate","United States","Philadelphia","Pennsylvania","19134","East","OFF-BI-10003684","Office Supplies","Binders","Wilson Jones Legal Size Ring Binders","26.39",4,"0.7","-17.59","High","2.02","Returning","Referral","3","No","UPI"
786,"CA-2015-154284","2015-12-21","2015-12-26","Second Class","SZ-20035","Sam Zeldin","Home Office","United States","Saint Charles","Illinois","60174","Central","FUR-FU-10003039","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Grantwood Wall Clock","51.76",3,"0.6","-33.64","Low","7.61","New","Ads","3","No","Credit Card"
804,"US-2016-150147","2016-04-25","2016-04-29","Second Class","JL-15850","John Lucas","Consumer","United States","Philadelphia","Pennsylvania","19134","East","TEC-PH-10004614","Technology","Phones","AT&T 841000 Phone","82.8",2,"0.4","-20.7","Critical","5.52","Returning","Ads","2","No","UPI"
817,"US-2017-166324","2017-04-20","2017-04-21","First Class","BE-11455","Brad Eason","Home Office","United States","Cleveland","Ohio","44105","East","TEC-PH-10004080","Technology","Phones","Avaya 5410 Digital phone","122.38",3,"0.4","-24.48","Critical","11.97","Returning","Direct","3","No","Credit Card"
820,"CA-2014-126193","2014-09-07","2014-09-14","Standard Class","SS-20410","Shahid Shariari","Consumer","United States","Oswego","Illinois","60543","Central","OFF-BI-10004632","Office Supplies","Binders","Ibico Hi-Tech Manual Binding System","304.99",5,"0.8","-533.73","Low","39.8","Returning","Direct","2","No","Net Banking"
832,"CA-2017-115119","2017-10-26","2017-10-30","Standard Class","SC-20440","Shaun Chance","Corporate","United States","Lancaster","Pennsylvania","17602","East","TEC-PH-10001433","Technology","Phones","Cisco Small Business SPA 502G VoIP phone","61.54",1,"0.4","-13.33","Medium","4.99","Returning","Email","3","No","Cash on Delivery"
838,"CA-2016-104276","2016-11-27","2016-12-03","Standard Class","HF-14995","Herbert Flentye","Consumer","United States","Fort Lauderdale","Florida","33311","South","FUR-TA-10001039","Furniture","Tables","KI Adjustable-Height Table","331.02",7,"0.45","-114.35","Low","44.99","Returning","Email","4","No","Net Banking"
846,"CA-2014-121769","2014-04-08","2014-04-12","Standard Class","JS-15880","John Stevenson","Consumer","United States","Toledo","Ohio","43615","East","FUR-TA-10004442","Furniture","Tables","Riverside Furniture Stanwyck Manor Table Series","172.11",1,"0.4","-94.66","Medium","12.27","Returning","Ads","5","No","Net Banking"
857,"US-2016-114013","2016-03-13","2016-03-15","Second Class","SC-20770","Stewart Carmichael","Corporate","United States","Philadelphia","Pennsylvania","19134","East","TEC-PH-10001494","Technology","Phones","Polycom CX600 IP Phone VoIP phone","539.91",3,"0.4","-116.98","Critical","73.67","Returning","Email","5","No","Credit Card"
864,"CA-2017-144526","2017-04-30","2017-05-06","Standard Class","QJ-19255","Quincy Jones","Corporate","United States","Philadelphia","Pennsylvania","19143","East","TEC-PH-10002549","Technology","Phones","Polycom SoundPoint IP 450 VoIP phone","677.58",5,"0.4","-158.1","Low","64.72","Returning","Email","3","No","UPI"
866,"CA-2017-106432","2017-10-19","2017-10-24","Standard Class","CA-12265","Christina Anderson","Consumer","United States","Waco","Texas","76706","Central","FUR-BO-10004360","Furniture","Bookcases","Rush Hierlooms Collection Rich Wood Bookcases","328.4",3,"0.32","-91.76","High","44.13","Returning","Ads","1","No","Credit Card"
879,"CA-2017-162565","2017-12-11","2017-12-11","Same Day","RR-19315","Ralph Ritter","Consumer","United States","Aurora","Illinois","60505","Central","FUR-FU-10004306","Furniture","Furnishings","Electrix Halogen Magnifier Lamp","77.72",1,"0.6","-66.06","High","10.71","New","Referral","5","Yes","UPI"
890,"CA-2017-131366","2017-11-24","2017-11-29","Standard Class","SC-20440","Shaun Chance","Corporate","United States","Lancaster","Pennsylvania","17602","East","TEC-PH-10003437","Technology","Phones","Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with","89.99",2,"0.4","-15",NULL,"8.5","Returning","Direct","2","Yes","UPI"
902,"CA-2016-158568","2016-08-29","2016-09-02","Standard Class","RB-19465","Rick Bensley","Home Office","United States","Chicago","Illinois","60610","Central","OFF-BI-10002609","Office Supplies","Binders","Avery Hidden Tab Dividers for Binding Systems","1.79",3,"0.8","-3.04","High","0.25","Returning","Direct","1","No","Cash on Delivery"
903,"CA-2014-133690","2014-08-03","2014-08-05","First Class","BS-11755","Bruce Stewart","Consumer","United States","Denver","Colorado","80219","West","FUR-TA-10004289","Furniture","Tables","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables","218.75",2,"0.5","-161.88","Medium","27.68","Returning","Email","4","No","Cash on Delivery"
908,"CA-2015-154823","2015-08-21","2015-08-25","Standard Class","KN-16390","Katherine Nockton","Corporate","United States","Springfield","Ohio","45503","East","OFF-BI-10001098","Office Supplies","Binders","Acco D-Ring Binder w/DublLock","12.83",2,"0.7","-8.98","Medium","1.86","Returning","Referral","4","No","Credit Card"
921,"CA-2014-165309","2014-11-11","2014-11-15","Standard Class","KD-16270","Karen Daniels","Consumer","United States","Houston","Texas","77095","Central","OFF-BI-10001359","Office Supplies","Binders","GBC DocuBind TL300 Electric Binding System","896.99",5,"0.8","-1480.03","Low","122.94","Returning","Referral","0","Yes","Credit Card"
937,"CA-2016-162236","2016-11-04","2016-11-06","Second Class","ER-13855","Elpida Rittenbach","Corporate","United States","Charlotte","North Carolina","28205","South","FUR-TA-10002533","Furniture","Tables","BPI Conference Tables","876.3",10,"0.4","-292.1","Low","94.4","Returning","Social Media","3","No","Credit Card"
943,"US-2017-130603","2017-09-30","2017-10-06","Standard Class","SC-20050","Sample Company A","Home Office","United States","Arlington","Texas","76017","Central","OFF-BI-10000301","Office Supplies","Binders","GBC Instant Report Kit","11.65",9,"0.8","-17.47","Critical","1.57","Returning","Referral","2","No","Credit Card"
